Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume
1985-05-01,21.25,21.37,20.87,20.87,256000.0,0.0,1.0,0.3124348073897,0.31419914512555,0.30684773789285,0.30684773789285,14336000.0
1985-05-02,20.62,20.62,19.25,19.25,1472200.0,0.0,1.0,0.3031720342765,0.3031720342765,0.2830291784589,0.2830291784589,82443200.0
1985-05-03,19.25,20.12,19.25,20.0,705900.0,0.0,1.0,0.2830291784589,0.2958206270438,0.2830291784589,0.29405628930795,39530400.0
1985-05-06,20.0,20.25,19.75,19.75,250600.0,0.0,1.0,0.29405628930795,0.2977319929243,0.2903805856916,0.2903805856916,14033600.0
1985-05-07,20.0,20.0,20.0,20.0,480400.0,0.0,1.0,0.29405628930795,0.29405628930795,0.29405628930795,0.29405628930795,26902400.0
1985-05-08,19.87,19.87,19.87,19.87,644600.0,0.0,1.0,0.29214492342745,0.29214492342745,0.29214492342745,0.29214492342745,36097600.0
1985-05-09,20.0,20.12,20.0,20.0,567300.0,0.0,1.0,0.29405628930795,0.2958206270438,0.29405628930795,0.29405628930795,31768800.0
1985-05-10,20.0,20.5,20.0,20.25,607500.0,0.0,1.0,0.29405628930795,0.30140769654065,0.29405628930795,0.2977319929243,34020000.0
1985-05-13,20.25,20.37,20.0,20.0,389400.0,0.0,1.0,0.2977319929243,0.29949633066015,0.29405628930795,0.29405628930795,21806400.0
1985-05-14,20.0,20.12,19.75,19.75,543500.0,0.0,1.0,0.29405628930795,0.2958206270438,0.2903805856916,0.2903805856916,30436000.0
1985-05-15,20.0,20.37,20.0,20.0,582300.0,0.0,1.0,0.29405628930795,0.29949633066015,0.29405628930795,0.29405628930795,32608800.0
1985-05-16,21.37,22.0,21.37,21.37,1029200.0,0.0,1.0,0.31419914512555,0.32346191823875,0.31419914512555,0.31419914512555,57635200.0
1985-05-17,21.37,22.12,21.25,21.75,945800.0,0.0,1.0,0.31419914512555,0.3252262559746,0.3124348073897,0.3197862146224,52964800.0
1985-05-20,21.75,22.25,21.37,21.37,880300.0,0.0,1.0,0.3197862146224,0.3271376218551,0.31419914512555,0.31419914512555,49296800.0
1985-05-21,21.25,21.25,20.75,20.75,681000.0,0.0,1.0,0.3124348073897,0.3124348073897,0.305083400157,0.305083400157,38136000.0
1985-05-22,20.75,20.87,20.62,20.62,538200.0,0.0,1.0,0.305083400157,0.30684773789285,0.3031720342765,0.3031720342765,30139200.0
1985-05-23,20.5,20.5,19.75,19.75,1067700.0,0.0,1.0,0.30140769654065,0.30140769654065,0.2903805856916,0.2903805856916,59791200.0
1985-05-24,19.75,19.75,18.12,18.12,2631600.0,0.0,1.0,0.2903805856916,0.2903805856916,0.26641499811301,0.26641499811301,147369600.0
1985-05-28,17.87,17.87,16.87,16.87,2281100.0,0.0,1.0,0.26273929449666,0.26273929449666,0.24803648003126,0.24803648003126,127741600.0
1985-05-29,17.12,17.25,17.12,17.12,1100700.0,0.0,1.0,0.25171218364761,0.25362354952811,0.25171218364761,0.25171218364761,61639200.0
1985-05-30,17.62,17.87,17.62,17.62,1405900.0,0.0,1.0,0.25906359088031,0.26273929449666,0.25906359088031,0.25906359088031,78730400.0
1985-05-31,17.62,18.0,17.37,17.37,1649200.0,0.0,1.0,0.25906359088031,0.26465066037716,0.25538788726396,0.25538788726396,92355200.0
1985-06-03,17.0,17.0,16.0,16.0,2571500.0,0.0,1.0,0.24994784591176,0.24994784591176,0.23524503144636,0.23524503144636,144004000.0
1985-06-04,17.25,17.37,17.25,17.25,1794300.0,0.0,1.0,0.25362354952811,0.25538788726396,0.25362354952811,0.25362354952811,100480800.0
1985-06-05,17.25,17.75,16.87,16.87,1278600.0,0.0,1.0,0.25362354952811,0.26097495676081,0.24803648003126,0.24803648003126,71601600.0
1985-06-06,17.0,17.0,17.0,17.0,1210700.0,0.0,1.0,0.24994784591176,0.24994784591176,0.24994784591176,0.24994784591176,67799200.0
1985-06-07,17.0,17.0,16.37,16.37,2121600.0,0.0,1.0,0.24994784591176,0.24994784591176,0.24068507279856,0.24068507279856,118809600.0
1985-06-10,16.37,16.5,16.12,16.12,1411300.0,0.0,1.0,0.24068507279856,0.24259643867906,0.23700936918221,0.23700936918221,79032800.0
1985-06-11,16.12,16.5,16.12,16.12,1342500.0,0.0,1.0,0.23700936918221,0.24259643867906,0.23700936918221,0.23700936918221,75180000.0
1985-06-12,16.12,16.25,15.75,15.75,1107100.0,0.0,1.0,0.23700936918221,0.23892073506271,0.23156932783001,0.23156932783001,61997600.0
1985-06-13,15.75,15.88,14.88,14.88,1694300.0,0.0,1.0,0.23156932783001,0.23348069371051,0.21877787924512,0.21877787924512,94880800.0
1985-06-14,14.88,15.75,14.75,14.75,2525300.0,0.0,1.0,0.21877787924512,0.23156932783001,0.21686651336462,0.21686651336462,141416800.0
1985-06-17,14.88,15.0,14.88,14.88,1055100.0,0.0,1.0,0.21877787924512,0.22054221698096,0.21877787924512,0.21877787924512,59085600.0
1985-06-18,15.25,15.5,15.25,15.25,1184000.0,0.0,1.0,0.22421792059731,0.22789362421366,0.22421792059731,0.22421792059731,66304000.0
1985-06-19,15.63,15.88,15.63,15.63,767800.0,0.0,1.0,0.22980499009417,0.23348069371051,0.22980499009417,0.22980499009417,42996800.0
1985-06-20,15.75,15.75,15.75,15.75,851800.0,0.0,1.0,0.23156932783001,0.23156932783001,0.23156932783001,0.23156932783001,47700800.0
1985-06-21,16.12,16.5,16.12,16.12,741700.0,0.0,1.0,0.23700936918221,0.24259643867906,0.23700936918221,0.23700936918221,41535200.0
1985-06-24,17.25,17.5,17.25,17.25,918600.0,0.0,1.0,0.25362354952811,0.25729925314446,0.25362354952811,0.25362354952811,51441600.0
1985-06-25,17.5,17.87,17.5,17.5,1312100.0,0.0,1.0,0.25729925314446,0.26273929449666,0.25729925314446,0.25729925314446,73477600.0
1985-06-26,18.12,18.12,18.12,18.12,590200.0,0.0,1.0,0.26641499811301,0.26641499811301,0.26641499811301,0.26641499811301,33051200.0
1985-06-27,18.37,18.5,18.37,18.37,859200.0,0.0,1.0,0.27009070172935,0.27200206760986,0.27009070172935,0.27009070172935,48115200.0
1985-06-28,18.37,18.5,18.0,18.0,606000.0,0.0,1.0,0.27009070172935,0.27200206760986,0.26465066037716,0.26465066037716,33936000.0
1985-07-01,18.12,18.25,18.12,18.12,461800.0,0.0,1.0,0.26641499811301,0.26832636399351,0.26641499811301,0.26641499811301,25860800.0
1985-07-02,18.12,18.25,17.25,17.25,347000.0,0.0,1.0,0.26641499811301,0.26832636399351,0.25362354952811,0.25362354952811,19432000.0
1985-07-03,17.5,17.5,17.5,17.5,305800.0,0.0,1.0,0.25729925314446,0.25729925314446,0.25729925314446,0.25729925314446,17124800.0
1985-07-05,17.62,17.75,17.62,17.62,163300.0,0.0,1.0,0.25906359088031,0.26097495676081,0.25906359088031,0.25906359088031,9144800.0
1985-07-08,17.62,17.75,17.62,17.62,411700.0,0.0,1.0,0.25906359088031,0.26097495676081,0.25906359088031,0.25906359088031,23055200.0
1985-07-09,17.62,17.75,17.62,17.62,660300.0,0.0,1.0,0.25906359088031,0.26097495676081,0.25906359088031,0.25906359088031,36976800.0
1985-07-10,18.0,18.0,18.0,18.0,473400.0,0.0,1.0,0.26465066037716,0.26465066037716,0.26465066037716,0.26465066037716,26510400.0
1985-07-11,18.0,18.12,18.0,18.0,289700.0,0.0,1.0,0.26465066037716,0.26641499811301,0.26465066037716,0.26465066037716,16223200.0
1985-07-12,18.0,18.0,17.87,17.87,210000.0,0.0,1.0,0.26465066037716,0.26465066037716,0.26273929449666,0.26273929449666,11760000.0
1985-07-15,17.87,18.25,17.75,17.75,346800.0,0.0,1.0,0.26273929449666,0.26832636399351,0.26097495676081,0.26097495676081,19420800.0
1985-07-16,17.75,17.87,17.5,17.5,640000.0,0.0,1.0,0.26097495676081,0.26273929449666,0.25729925314446,0.25729925314446,35840000.0
1985-07-17,17.62,17.87,17.62,17.62,527600.0,0.0,1.0,0.25906359088031,0.26273929449666,0.25906359088031,0.25906359088031,29545600.0
1985-07-18,17.62,17.62,17.25,17.25,799400.0,0.0,1.0,0.25906359088031,0.25906359088031,0.25362354952811,0.25362354952811,44766400.0
1985-07-19,17.37,17.37,17.37,17.37,513000.0,0.0,1.0,0.25538788726396,0.25538788726396,0.25538788726396,0.25538788726396,28728000.0
1985-07-22,17.37,17.37,16.87,16.87,858500.0,0.0,1.0,0.25538788726396,0.25538788726396,0.24803648003126,0.24803648003126,48076000.0
